ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
6981750,7/10/2024 9:49,2.24,27,17,E,5,"<p>What will this C code output?</p><p>&nbsp;</p><p>#define _CRT_SECURE_NO_WARNINGS<br />#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void)<br />{<br />&nbsp; &nbsp;char* phrase;<br />&nbsp; &nbsp;phrase = ""Hello World!"";<br />&nbsp; &nbsp;printf(""%d"", phrase);<br />&nbsp; &nbsp;return 0;<br />}</p>",<p>Hello World!</p>,<p>H</p>,<p>72101108108111328711111410810033</p>,<p>72</p>,<p>Other</p>,"<p>The Correct Answer is ""Other""</p><p>This is because phrase is stored as a pointer variable.</p><p>Therefore, when phrase is output as an integer, the output is going to be the integer address of where the character array ""Hello World!"" is being stored.</p><p>This will be different for each system, and different each time the code is run.</p>","Pointers, arrays"
6981751,7/10/2024 7:39,4.41,77,49,D,5,"<p>A Discord server named ""Trust us, We're engineers"" has been created for the purpose of cheating on ENGGEN 131 labs and projects. The server consists of 7 users, and a 2D array is used to store their usernames as characters along with another 1D array to store the number of messages sent by each corresponding user.<br /><br />ENGGEN 131's course coordinator is mad to hear about this server and somehow manages to access the arrays that stores the usernames and the number of messages sent by each user. He only wants to punish the student with the most messages sent.</p><p><br />After finding the arrays with names and messages, he writes the code below, but some of it is missing.&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main() {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">// 2D array storing usernames and their respective number of messages sent</span><br /><span style=""font-family: 'courier new', courier, monospace;"">char usernames[7][20] = { ""KiwiBenjamin "", ""TimTam0804"", ""LCY"", ""Kjayjay"", ""d.lindsay"", "" HexPeriod"" , ""not_athing"" };</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int messages[7] = {8786, 36540, 19757, 95069, 3023, 54824, 52237}; // Number of messages sent by each user</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int maxMessages = messages[0];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int maxIndex = 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">for (int i = 1; i &lt; 7; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">// Missing code that needs to be filled</span><br /><span style=""font-family: 'courier new', courier, monospace;"">****</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""The user to punish is: %s, with %d messages.\n"", usernames[maxIndex], maxMessages);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p>What should be the missing code, indicated with **** be so that the user with most messages is found?</p>","<p><span style=""font-family: 'courier new', courier, monospace;"">if (messages[i] &lt; maxMessages) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxMessages = messages[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxIndex = i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">if (messages[i] == maxMessages) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxIndex = i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">if (messages[i] &gt; maxMessages) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxMessages = i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxIndex = messages[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">if (messages[i] &gt; maxMessages) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxMessages = messages[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxIndex = i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">if (messages[i] &lt; maxMessages) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">maxIndex = i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p>Why A is wrong?<br /><br />This condition checks if the current student's messages are less than maxMessages, which is the opposite of what we want. Instead of finding the maximum, this would track the student with the fewest messages.<br /><br />Why B is wrong?<br />This only updates maxIndex if messages[i] is exactly equal to maxMessages, so it doesn't account for finding the highest number of messages&mdash;only matches of the current maximum.<br /><br />Why C is wrong?<br />This swaps the variables incorrectly. It assigns i to maxMessages and the number of messages (messages[i]) to maxIndex, which makes no sense logically because maxMessages should store the message count, and maxIndex should store the index.<br /><br />Why D is correct?<br />This is correct because it checks if the current student's message count is higher than the current maximum. If so, it updates both maxMessages and maxIndex to reflect the new highest message count and the corresponding student's index. This ensures the code finds the student with the most messages.<br /><br />Why E is incorrect?<br />Like Option A, this checks if the current student's messages are less than maxMessages, but only updates maxIndex. It still looks for the fewest messages, not the most.</p>","arrays, conditional statements"
6981787,7/10/2024 10:19,3.09,57,35,B,5,"<p><strong>What is the output of the following code?</strong></p><p>&nbsp;</p><p>#define _CRT_SECURE_NO_WARNINGS<br />#include &lt;stdio.h&gt;<br />#include &lt;string.h&gt;</p><p>&nbsp;</p><p>void Convert(int a, int b) {<br />a=a+b;<br />}</p><p>&nbsp;</p><p>int main(void) {<br />int a,b;<br />a=50;<br />b=15;<br />Convert(a,b);<br />printf(""%d,%d"",a,b);<br />}</p>","<p>65,15</p>","<p>50,15</p>","<p>15,50</p>","<p>15,65</p>","<p>50,50</p>","<p>The function Convert only edits the value of a within the function, and this edited value is not passed back into the main function.</p>",arithmetic
6981796,7/10/2024 10:23,4.07,34,14,D,5,"<p>The following snippet of code calculates the product of two definitions and then prints the result. What should the result be?<br /><br />#define _CRT_SECURE_NO_WARNINGS</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;<br /><br />#define X 12 - 2<br />#define Y 6<br /><br />int main(void)</p><p>{</p><p>&nbsp; &nbsp; &nbsp;int result;<br />&nbsp; &nbsp; &nbsp;result = X * Y;</p><p>&nbsp; &nbsp; &nbsp;printf(""%d"", result);<br /><br /></p><p>&nbsp; &nbsp; &nbsp;return 0;</p><p>}</p>",<p>60</p>,<p>72</p>,<p>70</p>,<p>0</p>,<p>Error: incorrect definition of X</p>,"<p>The way that definitions work (macro substitution is the 'correct' term), every time you use the defined variable X in an equation, it will substitute in 12 - 2. Hence the answer is 12 - 2 * 6 = 12 - (2 * 6) = 0. If you thought the answer was 60, this is incorrect, as the definition would've needed to be:<br />#define X (12-2) so that the minus was performed before the multiplication.</p>",Definitions
6981801,7/10/2024 10:26,3.42,35,26,B,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">What is the output of this code?</span><br /><br /><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void){</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int i;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int array[6] = {0,1,2,3,4,5};</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (i = 0; i &lt; 6; i++){</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; if ((i+4) % 2 == 0){</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", (i+1));</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>3 5</p>,<p>1 3 5</p>,<p>1 3</p>,<p>3</p>,<p>0 2 4</p>,"<p>the term&nbsp; ""(i+4) % 2 == 0"" is only true for 0, 2 and 4. Then the output is (i+1), thus +1 each of the valid values i can take on.</p>","arrays, loop"
6981826,7/10/2024 10:47,3,11,9,B,5,"<p>#include &lt;stdio.h&gt;</p><p>void change(int *a, int b){<br />&nbsp; &nbsp; &nbsp; *a = *a +b;<br />&nbsp; &nbsp; &nbsp; &nbsp;b = b+*a;<br />}<br />int main(){<br />&nbsp; &nbsp; &nbsp; int a = 3;<br />&nbsp; &nbsp; &nbsp; int b = 3;<br />&nbsp; &nbsp; &nbsp; printf(""%d %d"", a, b);<br />&nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>3 6</p>,<p>3 3</p>,<p>6 6</p>,<p>6 3</p>,<p>6</p>,"<p>The Function change is not called&nbsp;</p><p>Therefore the function prints out the a then b which is 3, 3</p>",Pointers
6981845,7/10/2024 11:01,4,10,5,B,5,"<p>The following function should reverse all the characters in the string, such that the input string is stored backwards. For example, if &lsquo;Hello&rsquo; is inputted, the function should edit the inputted string to become, &lsquo;olleH&rsquo;, however the code below contains a bug. What is wrong with the code below?</p><p>&nbsp;</p><p>void reverseString(char str[]){</p><p>int i = 0;</p><p>while (str[i] != &lsquo;\0&rsquo;){</p><p>&nbsp; &nbsp; &nbsp;i++</p><p>}</p><p>&nbsp;</p><p>int start = 0, end = i;</p><p>char temp;</p><p>&nbsp;</p><p>while (start&lt;end){</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;temp = str[start];</p><p>&nbsp; &nbsp; &nbsp;str[start] = str[end];</p><p>&nbsp; &nbsp; &nbsp;str[end] = temp;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;start = start + 1;</p><p>&nbsp; &nbsp; &nbsp;end = end - 1;</p><p>}</p><p>&nbsp;</p><p>}</p>",<p>The while loop:</p><p>while (str[i] != &lsquo;\0&rsquo;){<br />i++<br />}</p><p>&nbsp;</p><p>should be changed to:</p><p>for (i = 0; str[i] != &lsquo;\0&rsquo;; i++)</p>,"<p>The line:</p><p>int start = 0, end = i;</p><p>&nbsp;</p><p>should be changed to:</p><p>int start = 0, end = i - 1;</p>",<p>The line:</p><p>while (start&lt;end)</p><p>&nbsp;</p><p>should be changed to:</p><p>while(start&lt;=end)</p>,<p>The line:</p><p>start = start + 1;</p><p>&nbsp;</p><p>should be changed to:</p><p>start++;</p>,<p>The line:</p><p>void reverseString(char str[])</p><p>&nbsp;</p><p>should be changed to:</p><p>void reverseString(char *str)</p>,<p>The current line end = i; indicates the length of the string including the null operator which means that the second loop will try to swap the null operator with the first letter in the string. Changing this to end = i - 1; will mean that the loop now swaps the last letter in the string with the first one.</p>,"conditional statements, strings, indexing"
6981852,7/10/2024 11:04,2.63,14,8,B,5,"<p>#include &lt;stdio.h&gt;<br />#define X 4+2<br />#define Y 3<br />#define Z 5*2<br />int main(void)<br />{<br />int a, b;<br />a = X * Y;<br />b = Z - X;<br />printf(""Output = %d %d"", a, b);<br />return 0;<br />}</p>",<p>Output = 18 10</p>,<p>Output = 10 4</p>,<p>Output = 10 3</p>,<p>Output = 18 4</p>,<p>Output = 20 6</p>,<p>a = 4 + (2 * 3)<br />a = 4 + 6 = 10</p><p>&nbsp;</p><p>b = 10 - (4 + 2)<br />b = 10 - 6 = 4</p><p>&nbsp;</p><p>Output = 10 4</p>,"Definitions, arithmetic"
6981860,7/10/2024 11:09,3.5,9,6,E,5,"<p><strong>What is the output of this function?</strong></p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void)<br />{<br />int values[] = {5, 3, 1, 9, 3};<br />int length = 5;<br />values[2] = values[4];<br />values[3] = values[2];<br />values[4] = values[4] - values[1];<br />values[1] = values[values[3] - values[4]];</p><p>for (int i = 0; i &lt; length; i++) {<br />printf(""%d "", values[i]);<br />}<br />return 0;<br />}</p>",<p>5 3 1 9 3</p>,<p>5 3 3 0 0</p>,<p>5 0 3 3 3</p>,<p>5 3 0 0 3&nbsp;</p>,<p>5 3 3 3 0</p>,"<p>values[2] = values[4] makes the value in the 2nd position into the value in the 4th position --&gt;&nbsp; {5, 3, <strong>1</strong>, 9, <strong>3</strong>} -- &gt;{5, 3, 3, 9, 3}</p><p>&nbsp;</p><p>values[3] = values[3]&nbsp;makes the value in the 3rd position into the value in the 2nd position --&gt;&nbsp;{5, 3, <strong>3</strong>, <strong>9</strong>, 3} --&gt; {5, 3, 3, 3, 3}</p><p>&nbsp;</p><p>values[4] = values[4] - values[1] makes the equation --&gt; values[4] = 3 - 3 which changes the array --&gt;&nbsp;{5, <strong>3</strong>, 3, 3, <strong>3</strong>} --&gt; {5, 3, 3, 3, 0}</p><p>&nbsp;</p><p>values[1] = values[values[3] - values[4]] makes the equation values[1] = values[3 - 0] which doesn't change the array --&gt; {5, 3, 3, 3, 0}</p><p>&nbsp;</p><p>&nbsp;</p>","arrays, loop, arithmetic"
6981865,7/10/2024 11:10,4,58,38,B,5,"<p>You're a struggling student in ELECTENG 101, and wanted to see whether you could create a program that could find the current over a resistive network, given the resistance values over it and the voltage at the start at the end. You know that the formula for this is;</p><p><img src=""https://cdn.discordapp.com/attachments/1248596925431939144/1292603488882266203/20241007-10_43_59_grim.png?ex=6704564f&amp;is=670304cf&amp;hm=3c8a2375d50555c6c0e33931adaa9afbf1960c19d8bc86bec045de14ac6514fa&amp;"" alt="""" width=""272"" height=""126"" /></p><p>And because of this, you've written a function and a program out of it, in C (shocker!). However, you've noticed that it's not working as intended. <strong>Can you see the <span style=""font-family: arial, helvetica, sans-serif;"">mistake</span> you've made?</strong></p><p><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: courier new, courier, monospace;"">/* voltageA&nbsp;&nbsp;&nbsp;&nbsp; = voltage at the start,</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp; voltageB&nbsp;&nbsp;&nbsp;&nbsp; = voltage at the end,</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp; resistanceEq = equivalent resistance over the resistive network</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp; *current&nbsp;&nbsp;&nbsp;&nbsp; = address of current variable to write value to */</span></p><p><br /><span style=""font-family: courier new, courier, monospace;"">void findCurrent(int voltageA, int voltageB, int resistanceEq, double *current) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; *current = (voltageA - voltageB) / resistanceEq;</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int main(void) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; int voltageStarts[] = {1, 2, -3};</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; int voltageEnds[] = {-10, 0, 10};</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; int resistances[] = {10, 5, 8};</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; double current;</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; for (int i = 0; i &lt; 3; i++) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; findCurrent(voltageStarts[i], voltageEnds[i], resistances[i], &amp;current);</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; printf(""The current for the values at %d is %.4lf.\n"", i, current);</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; }</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p>Some output is shown below to help you find the bug.<br /><span style=""font-family: courier new, courier, monospace;"">&gt; gcc -Wall -Wextra findCurrent.c</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&gt; ./a.out</span><br /><span style=""font-family: courier new, courier, monospace;"">The current for the values at 0 is 1.0000.</span><br /><span style=""font-family: courier new, courier, monospace;"">The current for the values at 1 is 0.0000.</span><br /><span style=""font-family: courier new, courier, monospace;"">The current for the values at 2 is -1.0000.</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">You know that these are wrong, since you expected to get <span style=""font-family: courier new, courier, monospace;"">1.1000<span style=""font-family: arial, helvetica, sans-serif;"">, <span style=""font-family: courier new, courier, monospace;"">0.4000<span style=""font-family: arial, helvetica, sans-serif;"">, and&nbsp;<span style=""font-family: courier new, courier, monospace;"">-1.6250<span style=""font-family: arial, helvetica, sans-serif;"">.</span></span></span></span></span></span></span></p>","<p>Pointers don't work with <span style=""font-family: courier new, courier, monospace;"">double</span> type variables.</p>","<p>The output of the calculation is an <span style=""font-family: courier new, courier, monospace;"">int</span>.</p>","<p>The calculation is correct, but since an integer specifier was used, an <span style=""font-family: courier new, courier, monospace;"">int</span> was printed.</p>","<p>Since <span style=""font-family: courier new, courier, monospace;"">i</span> is an <span style=""font-family: courier new, courier, monospace;"">int</span>, it will only print <span style=""font-family: courier new, courier, monospace;"">int</span> values.</p>","<p>Since <span style=""font-family: courier new, courier, monospace;"">cl</span> wasn't used to compile the program, it won't print decimal values correctly.</p>","<p>The value being printed is a <span style=""font-family: courier new, courier, monospace;"">double</span>, hence the decimal places being shown. However, since all the values used in the current calculation are <span style=""font-family: courier new, courier, monospace;"">int<span style=""font-family: arial, helvetica, sans-serif;"">, they will provide an <span style=""font-family: courier new, courier, monospace;"">int</span> result, which is then saved into a <span style=""font-family: courier new, courier, monospace;"">double</span>. The <span style=""font-family: courier new, courier, monospace;"">int</span> discards all the decimal values, and then the <span style=""font-family: courier new, courier, monospace;"">int</span>, without the decimal values, is saved into the <span style=""font-family: courier new, courier, monospace;"">double</span>.</span></span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;""><span style=""font-family: arial, helvetica, sans-serif;"">In Willy's words, hope this helps.</span></span></p>","Pointers, arithmetic"
6981872,7/10/2024 11:14,0.77,15,13,B,4,"<p>#include &lt;stdio.h&gt;</p><p>int main() {<br />int arr[] = {5, 15, 25, 35, 45};<br />printf(""%d\n"", arr[3] + arr[1] - arr[4]);<br />return 0;<br />}</p>",<p>5</p>,<p>10</p>,<p>15</p>,<p>25</p>,,<p>this question requires basic addition and knowledge of array values.&nbsp;</p>,arrays
6981873,7/10/2024 11:13,3,2,2,D,5,"<p>For the following ""Task"" function:</p><p>&nbsp;</p><p>void Task(int* numbers)<br />{<br />&nbsp; &nbsp; int i = 0;</p><p>&nbsp; &nbsp; do {<br />&nbsp; &nbsp; &nbsp; &nbsp; i++;<br />&nbsp; &nbsp; } while (i &lt;= numbers[i]);<br /><br /></p><p>&nbsp; &nbsp; int j = 0;</p><p>&nbsp; &nbsp; while ((j &lt; i) &amp;&amp; (numbers[j] % 3 != 0)) {<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d"", numbers[j + 1]);<br />&nbsp; &nbsp; j++;<br />&nbsp; &nbsp; }<br />}</p><p>&nbsp;</p><p>If it is called in the following way:</p><p>&nbsp;</p><p>int numbers[6] = { 1, 8, 4, 3, 3, 7 };<br />Task(numbers);</p><p>&nbsp;</p><p>What will be the output?</p>",<p>1843</p>,<p>1 8 4 3</p>,<p>8 4 3&nbsp;</p>,<p>843</p>,<p>8433</p>,"<p>The ""do"" loop executes until i = 4 because numbers[4] = 3 and 4&gt;3 (so the loop ends), then the ""while"" loop stops at j = 3 because numbers[3] = 3 and 3 % 3 = 0. This means that the j values 0, 1 and 2 go through the while loop, meaning that numbers[0+1], [1+1] and [2+1] are printed, which are 8, 4 and 3. There is no space in the printf statement, so the numbers print out next to each other.</p>","arrays, conditional statements, loop"
6981878,7/10/2024 11:16,3.67,5,3,B,5,"<p>What will this code print?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int main() {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;int sum = 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;for (int i = 1; i &lt;= 10; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;if (i % 3 == 0) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;sum += i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;}</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;printf(""%d\n"", sum);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>15</p>,<p>18</p>,<p>21</p>,<p>30</p>,<p>33</p>,"<p>if you go through the code it only adds multiples of 3&nbsp;</p><p>since the loop goes from 1 to 10 it will add 3, 6 and 9 this will total to 18</p>","conditional statements, loop"
6981887,7/10/2024 11:20,4,11,8,B,5,"<p><span style=""font-family: arial, helvetica, sans-serif;""><strong>What is the output when the following file is run?</strong></span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">#define _CRT_SECURE_NO_WARNINGS</span><br /><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">void DoubleArray(int arr[], int num)</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; for (int i = 0; i &lt; num; i += 2)</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; arr[i] = 2 * arr[i];</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; }</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int main(void)</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; int b[4] = { 1, 2, 3, 4 };</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; int n = 4;</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; DoubleArray(b, n);</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; for (int j = 0; j &lt; n; j++)</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; printf(""%d "", b[j]);</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; }</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; return 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p>",<p>2 4 3 4</p>,<p>2 2 6 4</p>,<p>1 4 3 8</p>,<p>1 2 3 4</p>,<p>2 4 6 8</p>,<p>The for loop in the <strong>DoubleArray</strong> function increments <strong>i </strong>by 2 every loop. This means only b[0] and b[2] will be affected by the function.</p>,"arrays, indexing, loop"
6981889,7/10/2024 11:21,2.75,8,8,D,5,"<p>What is the output of the following code once it is run:</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void){</p><p>&nbsp;</p><p>int a[4] = {15,14,19,17};<br />int b[4]= {15,20,9,11};</p><p>&nbsp;</p><p>int c;<br />c = a[3] + b[0];</p><p>&nbsp;</p><p>printf(""%d"", c);</p><p>}</p>",<p>31</p>,<p>30</p>,<p>40</p>,<p>32</p>,<p>Error / cant compile</p>,"<p>The integer c is the sum of index 3 of array a and index 3 of array b. If the array is then looked at, it can be seen that a[3] is 17 and b[0] is 15. This means that c is 32 and the printf function displays this once the code is run.</p>",arrays
